order_id,product_id,category,old_name,price,base_price,status,amount,region,priority,user_id
731,1731,Grocery,item_731,289.44,457.47,Pending,2759.58,West,Low,731
732,1732,Grocery,item_732,495.24,295.54,Cancelled,2959.94,West,High,732
733,1733,Electronics,item_733,190.92,278.95,Completed,52.49,East,High,733
734,1734,Electronics,item_734,125.27,354.09,Pending,1894.38,West,Medium,734
735,1735,Toys,item_735,113.5,94.97,Completed,605.27,West,Medium,735
736,1736,Clothing,item_736,151.35,437.64,Completed,446.12,North,Low,736
737,1737,Furniture,item_737,332.38,487.74,Completed,299.76,West,Medium,
738,1738,Toys,item_738,465.85,315.39,Pending,1552.77,West,Medium,738
739,1739,Clothing,item_739,218.14,13.64,Pending,2548.07,South,Low,739
740,1740,Furniture,item_740,464.02,292.41,Completed,2935.79,West,Low,740
741,1741,Toys,item_741,245.95,348.34,Completed,2204.05,East,Medium,741
742,1742,Toys,item_742,446.06,53.34,Pending,1910.46,North,Low,742
743,1743,Toys,item_743,163.12,35.86,Pending,1628.35,North,Medium,743
744,1744,Furniture,item_744,291.24,172.44,Pending,2883.71,East,Medium,744
745,1745,Toys,item_745,377.22,366.22,Cancelled,818.31,West,Low,745
746,1746,Electronics,item_746,331.6,152.96,Cancelled,1891.74,East,Medium,746
747,1747,Toys,item_747,47.66,394.04,Pending,440.99,East,Medium,747
748,1748,Electronics,item_748,373.3,305.87,Cancelled,2229.95,West,Medium,748
749,1749,Grocery,item_749,393.44,125.74,Completed,2408.15,North,Medium,749
750,1750,Clothing,item_750,301.82,412.64,Pending,2270.65,West,Medium,750
751,1751,Furniture,item_751,365.74,91.97,Cancelled,2216.37,East,High,751
752,1752,Electronics,item_752,35.74,237.37,Pending,939.03,South,Medium,752
753,1753,Furniture,item_753,242.55,81.12,Pending,85.0,West,Medium,753
754,1754,Toys,item_754,344.61,30.1,Cancelled,1930.4,West,Low,754
755,1755,Grocery,item_755,174.13,140.87,Completed,803.26,West,Medium,755
756,1756,Clothing,item_756,369.81,298.47,Completed,1583.86,South,Medium,756
757,1757,Electronics,item_757,417.53,15.86,Completed,1599.53,West,Medium,757
758,1758,Grocery,item_758,133.43,26.68,Cancelled,321.23,South,Low,758
759,1759,Electronics,item_759,52.33,306.3,Pending,1986.36,South,High,759
760,1760,Grocery,item_760,154.34,333.63,Completed,1934.4,East,Medium,760
761,1761,Grocery,item_761,136.09,392.56,Pending,2342.46,West,Medium,761
762,1762,Electronics,item_762,136.54,408.27,Completed,1349.7,West,High,762
763,1763,Clothing,item_763,326.29,63.13,Cancelled,2317.69,South,Low,763
764,1764,Furniture,item_764,360.55,60.61,Completed,257.72,East,Medium,764
765,1765,Furniture,item_765,82.94,323.76,Completed,2010.59,East,High,
766,1766,Furniture,item_766,291.57,262.54,Pending,1460.51,West,Low,766
767,1767,Electronics,item_767,274.66,11.62,Cancelled,2463.03,West,High,767
768,1768,Grocery,item_768,173.39,158.39,Completed,1915.2,North,Medium,768
769,1769,Grocery,item_769,49.42,235.22,Pending,1960.99,South,Low,769
770,1770,Furniture,item_770,333.76,156.45,Pending,2694.56,East,Medium,
771,1771,Furniture,item_771,370.31,78.57,Completed,124.83,South,Medium,771
772,1772,Toys,item_772,325.27,254.85,Pending,2901.39,North,High,772
773,1773,Grocery,item_773,396.01,30.98,Completed,674.45,West,Low,773
774,1774,Toys,item_774,82.99,293.88,Completed,158.79,South,Medium,774
775,1775,Furniture,item_775,454.52,313.0,Completed,2118.83,South,High,775
776,1776,Electronics,item_776,453.28,412.16,Completed,1395.74,South,Low,776
777,1777,Electronics,item_777,65.95,301.54,Cancelled,700.69,South,Medium,777
778,1778,Furniture,item_778,168.88,488.17,Cancelled,1660.36,East,High,778
779,1779,Toys,item_779,94.99,40.98,Pending,466.65,West,High,779
780,1780,Toys,item_780,90.85,129.39,Cancelled,170.06,North,Low,780
781,1781,Clothing,item_781,17.66,248.61,Completed,71.31,North,Low,781
782,1782,Grocery,item_782,213.95,405.63,Pending,2092.46,South,High,782
783,1783,Toys,item_783,230.71,127.23,Completed,1851.09,North,Low,783
784,1784,Furniture,item_784,309.9,53.13,Pending,1076.17,North,Low,784
785,1785,Electronics,item_785,493.44,488.63,Cancelled,1117.61,South,Medium,785
786,1786,Clothing,item_786,145.45,104.92,Completed,2071.47,West,Medium,786
787,1787,Electronics,item_787,36.47,188.45,Completed,1332.28,East,Low,787
788,1788,Furniture,item_788,31.23,372.8,Cancelled,568.87,North,Medium,788
789,1789,Electronics,item_789,448.59,363.49,Cancelled,1760.3,West,High,789
790,1790,Grocery,item_790,122.73,63.97,Completed,339.29,West,High,790
791,1791,Clothing,item_791,46.03,296.7,Completed,2676.94,South,High,791
792,1792,Furniture,item_792,97.25,193.01,Pending,2173.47,East,Medium,792
793,1793,Clothing,item_793,25.73,288.65,Pending,452.68,West,Medium,793
794,1794,Grocery,item_794,117.73,154.63,Completed,2379.16,South,Low,794
795,1795,Clothing,item_795,52.37,429.92,Pending,2593.49,South,Low,795
796,1796,Furniture,item_796,146.79,367.71,Cancelled,2624.17,South,Medium,796
797,1797,Clothing,item_797,446.99,299.97,Completed,2745.58,North,Medium,797
798,1798,Electronics,item_798,495.72,369.4,Cancelled,149.18,West,Medium,798
799,1799,Electronics,item_799,231.7,127.85,Cancelled,2271.58,West,High,799
800,1800,Grocery,item_800,127.14,499.49,Completed,1465.36,East,High,800
801,1801,Toys,item_801,376.17,21.96,Pending,1418.09,South,Low,801
802,1802,Grocery,item_802,317.14,354.91,Completed,2588.13,North,Medium,802
803,1803,Grocery,item_803,270.15,155.33,Pending,2109.26,South,Low,803
804,1804,Grocery,item_804,370.52,36.86,Cancelled,1123.77,North,High,804
805,1805,Furniture,item_805,313.38,189.13,Completed,1962.11,North,Low,805
806,1806,Clothing,item_806,77.82,174.12,Cancelled,385.0,West,Low,806
807,1807,Toys,item_807,436.85,354.39,Cancelled,2294.61,East,Medium,807
808,1808,Toys,item_808,343.31,145.8,Completed,1149.8,West,Medium,808
809,1809,Electronics,item_809,240.38,270.63,Cancelled,2703.38,West,Low,809
810,1810,Electronics,item_810,102.29,443.15,Completed,286.5,South,Medium,810
811,1811,Electronics,item_811,63.59,145.21,Cancelled,486.46,South,High,811
812,1812,Electronics,item_812,153.65,485.09,Cancelled,2798.58,West,Medium,812
813,1813,Electronics,item_813,152.84,40.85,Completed,2513.1,East,Medium,813
814,1814,Grocery,item_814,248.21,336.27,Cancelled,2533.63,West,Medium,814
815,1815,Clothing,item_815,450.16,160.18,Pending,719.01,East,Medium,815
816,1816,Electronics,item_816,82.69,149.35,Completed,1874.96,South,Low,816
817,1817,Clothing,item_817,486.87,421.27,Cancelled,2718.9,South,High,817
818,1818,Electronics,item_818,496.95,291.52,Pending,818.2,South,High,818
819,1819,Electronics,item_819,336.12,489.23,Completed,1150.1,South,Low,819
820,1820,Electronics,item_820,208.24,254.71,Completed,2845.98,East,High,820
821,1821,Toys,item_821,488.04,172.33,Cancelled,921.89,East,Low,
822,1822,Toys,item_822,366.99,461.92,Pending,2082.98,West,High,822
823,1823,Toys,item_823,67.27,22.15,Cancelled,2530.59,West,Medium,823
824,1824,Electronics,item_824,307.99,105.62,Cancelled,705.32,East,High,824
825,1825,Toys,item_825,426.23,341.76,Completed,2928.73,West,High,
826,1826,Toys,item_826,306.49,472.27,Cancelled,1115.14,South,Low,826
827,1827,Grocery,item_827,199.2,15.97,Pending,1086.5,West,Low,827
828,1828,Furniture,item_828,373.35,213.65,Pending,901.47,West,Low,828
829,1829,Clothing,item_829,419.4,302.99,Completed,662.96,West,Low,829
830,1830,Electronics,item_830,467.24,299.43,Pending,310.92,West,Low,830
831,1831,Furniture,item_831,95.7,236.44,Cancelled,2277.97,South,High,831
832,1832,Furniture,item_832,151.84,250.39,Pending,2512.03,East,Medium,832
833,1833,Furniture,item_833,120.01,397.7,Completed,824.9,West,High,833
834,1834,Grocery,item_834,214.41,251.02,Cancelled,1952.12,North,High,834
835,1835,Furniture,item_835,497.22,42.7,Cancelled,1117.19,West,Low,835
836,1836,Grocery,item_836,317.72,243.26,Cancelled,2463.93,East,Low,836
837,1837,Electronics,item_837,424.19,89.8,Completed,481.1,West,Low,837
838,1838,Clothing,item_838,35.92,186.97,Cancelled,2740.71,East,High,838
839,1839,Toys,item_839,323.08,47.65,Completed,2311.01,South,High,839
840,1840,Clothing,item_840,276.42,437.5,Cancelled,2409.64,East,Low,840
841,1841,Grocery,item_841,56.96,294.22,Completed,88.05,East,Medium,841
842,1842,Furniture,item_842,176.75,456.29,Completed,692.73,South,High,842
843,1843,Toys,item_843,310.58,417.39,Cancelled,2545.91,North,Medium,843
844,1844,Electronics,item_844,67.12,74.3,Completed,1464.58,East,Low,844
845,1845,Furniture,item_845,445.97,302.85,Pending,558.01,East,High,845
846,1846,Electronics,item_846,118.96,429.84,Completed,2079.74,East,High,846
847,1847,Electronics,item_847,218.15,383.88,Completed,279.32,West,Medium,847
848,1848,Electronics,item_848,26.07,333.3,Cancelled,224.83,North,Medium,
849,1849,Grocery,item_849,337.12,379.73,Completed,2764.29,South,Low,
850,1850,Clothing,item_850,338.59,24.34,Completed,2545.29,East,Low,850
851,1851,Clothing,item_851,429.02,392.59,Cancelled,763.38,North,High,851
852,1852,Electronics,item_852,269.13,360.75,Pending,556.73,North,Low,852
853,1853,Clothing,item_853,461.03,427.14,Pending,1131.07,South,Medium,853
854,1854,Electronics,item_854,98.62,183.86,Pending,1301.07,South,Medium,854
855,1855,Grocery,item_855,70.57,64.05,Completed,1512.66,East,Low,855
856,1856,Electronics,item_856,50.3,251.92,Pending,886.65,East,Low,856
857,1857,Furniture,item_857,120.68,209.57,Pending,606.92,North,Medium,857
858,1858,Grocery,item_858,97.86,499.37,Pending,2032.68,West,Medium,858
859,1859,Electronics,item_859,68.42,203.46,Cancelled,1792.14,North,Low,859
860,1860,Clothing,item_860,41.71,487.85,Pending,640.78,West,High,860
861,1861,Furniture,item_861,365.35,146.47,Cancelled,2309.62,East,Low,861
862,1862,Grocery,item_862,243.15,305.55,Pending,2963.19,East,High,862
863,1863,Electronics,item_863,69.87,249.78,Completed,1903.69,South,High,863
864,1864,Electronics,item_864,416.85,254.09,Completed,2917.61,West,Low,864
865,1865,Clothing,item_865,158.35,315.38,Completed,2000.19,West,Medium,865
866,1866,Furniture,item_866,250.22,138.22,Pending,2437.97,North,High,866
867,1867,Electronics,item_867,197.98,164.13,Pending,1355.54,North,High,867
868,1868,Grocery,item_868,443.5,90.43,Pending,446.74,West,Medium,868
869,1869,Toys,item_869,340.76,333.44,Cancelled,1641.21,West,Medium,869
870,1870,Clothing,item_870,258.28,201.78,Pending,1793.58,West,Low,870
871,1871,Grocery,item_871,167.04,23.79,Completed,428.18,East,Medium,871
872,1872,Toys,item_872,23.18,446.76,Pending,1172.69,West,Medium,872
873,1873,Furniture,item_873,182.12,334.01,Completed,742.14,East,Low,873
874,1874,Electronics,item_874,435.78,66.09,Completed,108.15,East,High,874
875,1875,Furniture,item_875,288.34,451.69,Pending,110.19,West,Low,875
876,1876,Grocery,item_876,195.09,201.25,Cancelled,338.29,West,High,
877,1877,Clothing,item_877,174.62,256.36,Cancelled,1051.64,East,Medium,877
878,1878,Clothing,item_878,253.51,425.19,Completed,2529.12,South,Medium,878
879,1879,Grocery,item_879,498.15,206.99,Completed,1892.49,North,Low,879
880,1880,Electronics,item_880,300.01,143.95,Cancelled,2413.5,West,Medium,880
881,1881,Electronics,item_881,329.25,157.91,Pending,1327.09,East,High,881
882,1882,Grocery,item_882,316.23,232.08,Cancelled,582.77,North,Low,882
883,1883,Clothing,item_883,292.65,114.35,Cancelled,2817.4,East,Low,883
884,1884,Toys,item_884,427.86,454.35,Cancelled,2193.51,North,Low,884
885,1885,Furniture,item_885,82.39,83.73,Cancelled,2308.31,West,Medium,885
886,1886,Electronics,item_886,320.62,424.52,Pending,2479.95,South,Medium,886
887,1887,Clothing,item_887,208.87,65.64,Completed,131.73,East,Medium,887
888,1888,Furniture,item_888,216.79,453.77,Completed,520.11,South,High,888
889,1889,Grocery,item_889,332.75,96.23,Completed,2893.17,West,High,889
890,1890,Electronics,item_890,163.81,156.01,Completed,2706.7,West,Medium,890
891,1891,Electronics,item_891,204.48,421.51,Completed,746.32,North,Low,891
892,1892,Toys,item_892,475.34,466.46,Pending,1514.53,North,High,892
893,1893,Grocery,item_893,171.35,296.32,Pending,2427.23,South,Medium,893
894,1894,Electronics,item_894,95.83,485.26,Pending,1254.71,North,Medium,894
895,1895,Electronics,item_895,165.08,217.65,Cancelled,776.72,East,High,895
896,1896,Grocery,item_896,412.47,20.33,Cancelled,152.69,North,Low,896
897,1897,Clothing,item_897,133.96,198.5,Cancelled,2877.53,East,Low,897
898,1898,Clothing,item_898,430.25,200.35,Pending,2786.15,East,Medium,898
899,1899,Clothing,item_899,155.74,431.11,Completed,2751.88,East,Low,899
900,1900,Electronics,item_900,144.28,49.25,Pending,1439.72,West,Medium,900
901,1901,Electronics,item_901,413.96,352.26,Cancelled,245.78,West,Low,901
902,1902,Toys,item_902,371.51,232.1,Completed,2297.83,South,Low,902
903,1903,Clothing,item_903,11.51,108.04,Pending,975.48,North,High,903
904,1904,Toys,item_904,359.65,386.13,Cancelled,2301.33,West,Medium,904
905,1905,Clothing,item_905,137.73,346.86,Pending,2408.61,South,High,905
906,1906,Clothing,item_906,202.81,194.89,Cancelled,712.24,North,Low,906
907,1907,Clothing,item_907,454.35,487.32,Completed,822.26,South,High,907
908,1908,Furniture,item_908,304.19,83.13,Pending,551.86,North,High,908
909,1909,Furniture,item_909,388.95,464.86,Cancelled,1507.74,South,Low,909
910,1910,Grocery,item_910,151.1,252.14,Completed,1322.36,South,Low,910
911,1911,Grocery,item_911,366.09,102.79,Completed,1255.15,South,High,911
912,1912,Grocery,item_912,125.39,230.98,Completed,1140.43,West,High,912
913,1913,Clothing,item_913,437.01,487.46,Pending,2076.21,West,Low,
914,1914,Toys,item_914,135.55,56.69,Completed,203.73,South,Medium,914
915,1915,Toys,item_915,470.27,483.93,Cancelled,2143.22,North,High,915
916,1916,Toys,item_916,196.66,488.99,Cancelled,1144.16,North,Low,916
917,1917,Clothing,item_917,256.84,465.86,Pending,439.16,East,Low,917
918,1918,Clothing,item_918,137.6,163.5,Completed,1522.67,East,Low,918
919,1919,Furniture,item_919,148.63,439.7,Cancelled,2497.29,East,Low,919
920,1920,Clothing,item_920,164.62,497.34,Completed,1689.24,West,High,920
921,1921,Electronics,item_921,122.63,27.57,Pending,532.49,West,Medium,921
922,1922,Furniture,item_922,29.99,184.69,Cancelled,1704.52,West,Medium,922
923,1923,Clothing,item_923,70.59,55.85,Pending,582.93,South,Low,923
924,1924,Grocery,item_924,285.99,334.94,Completed,1771.46,North,Low,924
925,1925,Clothing,item_925,214.05,47.65,Pending,2046.88,East,High,925
926,1926,Electronics,item_926,203.14,299.27,Completed,2519.08,South,High,926
927,1927,Furniture,item_927,232.49,478.05,Cancelled,1991.12,East,High,927
928,1928,Furniture,item_928,169.21,368.46,Cancelled,2725.29,South,High,928
929,1929,Grocery,item_929,168.35,37.21,Completed,1664.11,West,High,929
930,1930,Clothing,item_930,127.64,387.73,Pending,313.11,South,High,930
931,1931,Furniture,item_931,149.62,378.75,Cancelled,504.7,East,Medium,931
932,1932,Grocery,item_932,452.83,305.72,Pending,2013.28,East,Low,932
933,1933,Furniture,item_933,443.85,243.46,Cancelled,1821.01,North,Medium,933
934,1934,Toys,item_934,101.31,319.04,Completed,169.29,East,Medium,934
935,1935,Clothing,item_935,466.03,268.37,Cancelled,1597.8,East,Medium,935
936,1936,Furniture,item_936,157.19,492.25,Cancelled,2713.57,South,Low,936
937,1937,Toys,item_937,33.39,47.5,Completed,1564.57,West,Medium,937
938,1938,Toys,item_938,408.28,184.17,Cancelled,291.22,North,High,938
939,1939,Furniture,item_939,97.98,99.28,Pending,183.51,West,Low,939
940,1940,Toys,item_940,364.81,381.1,Pending,1890.24,East,Medium,940
941,1941,Clothing,item_941,113.42,48.33,Cancelled,814.99,North,Medium,941
942,1942,Electronics,item_942,203.52,16.52,Cancelled,1457.5,West,Low,942
943,1943,Toys,item_943,365.7,158.37,Cancelled,1114.15,West,Medium,943
944,1944,Clothing,item_944,16.8,64.84,Completed,2103.3,South,High,944
945,1945,Clothing,item_945,328.37,223.54,Cancelled,2581.66,South,High,945
946,1946,Furniture,item_946,82.6,216.72,Completed,540.01,South,Low,946
947,1947,Furniture,item_947,241.03,431.3,Cancelled,765.76,East,Low,947
948,1948,Furniture,item_948,34.95,13.86,Cancelled,2550.51,West,Medium,948
949,1949,Toys,item_949,301.96,281.61,Pending,159.2,West,Medium,949
950,1950,Toys,item_950,468.29,453.49,Pending,734.12,North,Low,950
951,1951,Toys,item_951,164.77,41.12,Cancelled,1280.56,West,High,
952,1952,Grocery,item_952,229.68,223.75,Completed,899.63,South,Medium,952
953,1953,Clothing,item_953,258.74,297.95,Cancelled,1050.5,West,High,953
954,1954,Furniture,item_954,480.3,418.21,Cancelled,1974.88,East,Medium,954
955,1955,Clothing,item_955,314.7,148.4,Cancelled,304.27,West,High,955
956,1956,Clothing,item_956,306.82,59.44,Pending,2832.01,West,Medium,956
957,1957,Toys,item_957,33.05,18.88,Pending,1103.28,South,High,957
958,1958,Toys,item_958,25.67,41.2,Pending,386.21,South,High,958
959,1959,Furniture,item_959,136.33,176.76,Pending,2319.65,East,High,959
960,1960,Toys,item_960,306.1,61.03,Completed,2783.56,West,Medium,960
961,1961,Electronics,item_961,487.58,393.01,Cancelled,2357.36,North,Low,961
962,1962,Electronics,item_962,91.85,67.85,Completed,2737.41,South,Low,
963,1963,Furniture,item_963,383.36,254.21,Completed,505.17,East,Medium,963
964,1964,Electronics,item_964,425.81,225.16,Pending,2319.2,North,High,964
965,1965,Furniture,item_965,177.25,257.46,Completed,834.75,West,Medium,965
966,1966,Clothing,item_966,84.29,379.22,Pending,2372.29,South,Medium,966
967,1967,Furniture,item_967,450.05,476.4,Cancelled,2394.09,East,High,967
968,1968,Electronics,item_968,361.64,263.5,Completed,300.1,East,Medium,968
969,1969,Clothing,item_969,222.7,202.7,Completed,1997.52,South,Low,969
970,1970,Toys,item_970,486.6,215.46,Cancelled,2117.33,East,Low,970
971,1971,Grocery,item_971,13.87,147.09,Cancelled,1850.68,South,Low,971
972,1972,Clothing,item_972,444.91,315.94,Cancelled,1973.51,East,Low,972
973,1973,Clothing,item_973,441.68,51.3,Cancelled,1036.75,South,Low,973
974,1974,Grocery,item_974,114.73,260.72,Pending,1587.94,South,High,974
975,1975,Toys,item_975,300.33,128.26,Pending,2193.2,North,Low,
976,1976,Grocery,item_976,137.28,258.67,Completed,190.81,North,Medium,976
977,1977,Electronics,item_977,232.04,491.65,Cancelled,2967.55,South,Medium,977
978,1978,Toys,item_978,339.49,360.03,Cancelled,2225.66,North,Medium,978
979,1979,Clothing,item_979,413.19,187.02,Completed,482.33,West,Medium,979
980,1980,Electronics,item_980,218.19,73.73,Completed,1366.18,East,Low,980
981,1981,Toys,item_981,283.89,391.62,Pending,1773.7,West,Medium,981
982,1982,Furniture,item_982,368.54,214.29,Completed,475.82,South,Medium,982
983,1983,Clothing,item_983,484.34,261.46,Cancelled,398.27,South,Medium,983
984,1984,Clothing,item_984,472.59,190.97,Completed,1824.72,West,High,984
985,1985,Toys,item_985,151.9,266.16,Completed,1145.83,East,Medium,985
986,1986,Electronics,item_986,397.69,79.65,Cancelled,1294.18,East,Medium,986
987,1987,Furniture,item_987,11.02,278.29,Completed,2617.76,West,Medium,987
988,1988,Toys,item_988,231.66,175.53,Pending,1451.92,South,High,988
989,1989,Furniture,item_989,383.22,336.94,Completed,2605.72,East,High,989
990,1990,Toys,item_990,210.72,124.08,Pending,1050.04,North,Low,990
991,1991,Grocery,item_991,326.5,434.32,Cancelled,123.17,East,Low,991
992,1992,Toys,item_992,51.72,478.03,Cancelled,1751.72,North,Low,992
993,1993,Furniture,item_993,256.29,19.15,Cancelled,2811.74,South,High,993
994,1994,Clothing,item_994,130.19,355.75,Cancelled,1360.48,East,Medium,994
995,1995,Furniture,item_995,432.37,21.4,Pending,582.5,North,Low,995
996,1996,Grocery,item_996,54.6,490.1,Cancelled,546.06,South,High,996
997,1997,Electronics,item_997,85.57,476.56,Cancelled,549.11,East,High,997
998,1998,Electronics,item_998,156.03,58.38,Completed,1267.83,East,Medium,
999,1999,Electronics,item_999,35.42,127.42,Cancelled,1778.79,West,Low,999
1000,2000,Furniture,item_1000,475.18,141.95,Pending,1421.23,West,High,1000
1001,2001,Furniture,item_1001,320.44,457.73,Completed,844.02,North,High,1001
1002,2002,Clothing,item_1002,159.26,209.31,Completed,2546.52,South,High,1002
1003,2003,Clothing,item_1003,393.19,273.39,Pending,2885.99,West,High,1003
1004,2004,Furniture,item_1004,480.95,314.16,Cancelled,2917.64,North,High,
1005,2005,Furniture,item_1005,143.92,132.94,Cancelled,1171.45,East,Low,1005
1006,2006,Toys,item_1006,147.84,89.09,Cancelled,1711.09,East,High,1006
1007,2007,Electronics,item_1007,416.94,365.29,Pending,2640.92,South,Low,1007
1008,2008,Grocery,item_1008,443.13,473.25,Cancelled,821.01,West,Medium,1008
1009,2009,Grocery,item_1009,177.4,235.3,Cancelled,1018.95,South,Low,1009
1010,2010,Toys,item_1010,243.5,451.71,Cancelled,561.93,West,Medium,1010
1011,2011,Electronics,item_1011,273.94,447.36,Cancelled,1363.27,North,Medium,1011
1012,2012,Furniture,item_1012,415.46,185.4,Completed,2525.48,North,High,1012
1013,2013,Clothing,item_1013,227.84,118.55,Completed,2287.34,East,High,1013
1014,2014,Toys,item_1014,316.37,406.12,Completed,741.06,West,Medium,1014
1015,2015,Furniture,item_1015,453.21,356.41,Completed,71.05,West,High,
1016,2016,Toys,item_1016,255.16,93.53,Completed,1996.52,South,High,1016
1017,2017,Electronics,item_1017,72.44,467.45,Completed,2648.96,East,High,1017
1018,2018,Electronics,item_1018,496.06,349.56,Cancelled,1862.65,West,High,1018
1019,2019,Electronics,item_1019,428.39,168.27,Pending,858.41,West,Medium,1019
1020,2020,Electronics,item_1020,443.06,120.03,Pending,2759.25,West,Medium,1020
1021,2021,Clothing,item_1021,174.01,441.25,Completed,2971.28,South,Low,
1022,2022,Electronics,item_1022,459.33,106.47,Pending,966.88,North,High,1022
1023,2023,Electronics,item_1023,300.34,316.89,Pending,2529.5,South,High,1023
1024,2024,Grocery,item_1024,417.93,412.6,Cancelled,2392.63,North,Low,1024
1025,2025,Electronics,item_1025,316.42,293.68,Completed,2924.85,North,Medium,1025
1026,2026,Electronics,item_1026,393.5,40.38,Pending,211.63,West,High,1026
1027,2027,Electronics,item_1027,284.04,154.51,Pending,1234.97,West,High,1027
1028,2028,Toys,item_1028,15.2,198.12,Pending,2645.82,North,Medium,1028
1029,2029,Electronics,item_1029,232.5,170.81,Completed,368.62,North,Low,1029
1030,2030,Toys,item_1030,396.81,104.87,Cancelled,421.65,East,Medium,1030
1031,2031,Toys,item_1031,227.87,129.14,Completed,228.45,East,Low,1031
1032,2032,Grocery,item_1032,162.48,443.76,Completed,484.86,East,Low,1032
1033,2033,Grocery,item_1033,485.43,263.66,Cancelled,2050.99,North,High,1033
1034,2034,Toys,item_1034,430.76,216.81,Completed,2930.71,South,High,1034
1035,2035,Furniture,item_1035,350.44,491.14,Cancelled,2092.62,East,Low,1035
1036,2036,Grocery,item_1036,89.52,232.61,Completed,1513.0,North,Low,1036
1037,2037,Clothing,item_1037,238.6,114.44,Pending,2217.03,East,Low,1037
1038,2038,Furniture,item_1038,100.28,495.04,Pending,79.18,East,High,1038
1039,2039,Clothing,item_1039,152.38,105.26,Cancelled,2742.49,East,High,1039
1040,2040,Clothing,item_1040,106.93,95.33,Pending,2170.57,East,Low,1040
1041,2041,Clothing,item_1041,20.53,423.01,Completed,111.93,South,Medium,1041
1042,2042,Electronics,item_1042,175.81,113.02,Pending,758.44,East,Low,1042
1043,2043,Toys,item_1043,488.78,498.87,Pending,2641.24,North,High,1043
1044,2044,Clothing,item_1044,399.5,103.92,Pending,2098.34,East,Low,1044
1045,2045,Clothing,item_1045,461.3,383.91,Cancelled,607.85,East,High,1045
1046,2046,Electronics,item_1046,318.43,147.24,Completed,2561.93,West,High,1046
1047,2047,Furniture,item_1047,397.59,311.29,Completed,1550.41,East,Medium,1047
1048,2048,Clothing,item_1048,167.69,193.2,Cancelled,1475.73,West,Medium,1048
1049,2049,Furniture,item_1049,322.67,397.41,Cancelled,157.98,South,High,1049
1050,2050,Clothing,item_1050,203.99,159.94,Pending,1735.54,East,Medium,1050
1051,2051,Clothing,item_1051,378.3,154.57,Cancelled,1087.15,North,Medium,1051
1052,2052,Grocery,item_1052,218.79,239.1,Pending,1134.16,West,Medium,1052
1053,2053,Electronics,item_1053,97.99,124.56,Cancelled,273.87,North,Medium,1053
1054,2054,Toys,item_1054,277.86,48.3,Pending,2783.49,North,High,1054
1055,2055,Electronics,item_1055,277.55,173.54,Cancelled,1021.26,East,Low,1055
1056,2056,Grocery,item_1056,103.41,305.98,Completed,2995.3,East,High,1056
1057,2057,Grocery,item_1057,412.93,393.73,Pending,2840.15,North,Medium,1057
1058,2058,Clothing,item_1058,434.08,121.51,Cancelled,2259.95,West,High,1058
1059,2059,Toys,item_1059,381.23,364.03,Pending,1054.95,North,Medium,1059
1060,2060,Furniture,item_1060,387.36,351.99,Completed,1344.11,North,Medium,1060
1061,2061,Clothing,item_1061,159.73,371.52,Pending,2440.68,East,Medium,1061
1062,2062,Furniture,item_1062,346.02,207.65,Cancelled,1635.93,East,Low,1062
1063,2063,Electronics,item_1063,461.85,85.31,Pending,1726.16,West,Medium,
1064,2064,Furniture,item_1064,41.22,199.35,Pending,370.48,West,Low,1064
1065,2065,Electronics,item_1065,94.0,340.69,Completed,144.57,West,High,1065
1066,2066,Electronics,item_1066,456.56,199.09,Completed,737.47,North,Medium,1066
1067,2067,Toys,item_1067,15.41,170.12,Pending,1203.76,North,High,1067
1068,2068,Furniture,item_1068,374.14,200.61,Completed,433.3,South,Medium,1068
1069,2069,Furniture,item_1069,87.8,291.79,Pending,1783.1,West,Medium,1069
1070,2070,Clothing,item_1070,228.41,414.05,Cancelled,2432.32,East,Low,1070
1071,2071,Furniture,item_1071,236.72,29.15,Completed,899.34,West,Medium,1071
1072,2072,Grocery,item_1072,201.63,413.48,Completed,1274.41,South,Low,1072
1073,2073,Furniture,item_1073,198.49,332.95,Cancelled,1727.42,West,Low,1073
1074,2074,Clothing,item_1074,443.92,87.39,Cancelled,1636.33,North,Low,1074
1075,2075,Clothing,item_1075,455.28,211.53,Cancelled,407.63,East,High,1075
1076,2076,Toys,item_1076,385.6,169.75,Pending,536.28,South,Low,1076
1077,2077,Electronics,item_1077,45.87,350.3,Cancelled,1412.62,East,Low,
1078,2078,Clothing,item_1078,204.37,15.26,Completed,2141.84,South,Medium,1078
1079,2079,Furniture,item_1079,247.53,43.44,Cancelled,1988.22,West,High,1079
1080,2080,Grocery,item_1080,422.37,93.59,Completed,1840.62,South,Medium,1080
1081,2081,Furniture,item_1081,92.54,338.98,Completed,2048.28,South,Medium,1081
1082,2082,Clothing,item_1082,360.06,447.42,Cancelled,687.69,North,Low,1082
1083,2083,Electronics,item_1083,201.4,161.08,Completed,1814.71,North,Medium,1083
1084,2084,Clothing,item_1084,193.58,126.88,Completed,97.31,North,High,1084
1085,2085,Clothing,item_1085,343.18,40.95,Completed,2400.93,South,Low,1085
1086,2086,Furniture,item_1086,261.13,409.66,Pending,1708.06,South,Low,1086
1087,2087,Toys,item_1087,203.58,219.66,Completed,680.65,East,Medium,1087
1088,2088,Furniture,item_1088,330.46,15.87,Completed,1403.39,North,Low,1088
